N°,NOMBRE DE BARRIO O COLONIA,neighborhood,CIUDAD,TIPO O COLONIA,SE CT O R,ZONIFICA CIÓN,approval_year,DICTAMEN / ACUERDO DE APROBACION,PARAMETROS  MINIMOS (APROBADOS EN DICTAMEN/ACUERDO)
660,EL MOLINO,EL MOLINO,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
661,ERENDIDA (LAS VEGAS),ERENDIDA (LAS VEGAS),TEGUCIGALPA,Barrio/Colonia,21,R4,1990,"REGISTRADO BAJO NO.0204 EN FECHA 16 DE AGOSTO DE
1990 (PLANO).",R4=45M²/3.5ML
662,FABRICA TEXTILES RIO LINDO,FABRICA TEXTILES RIO LINDO,TEGUCIGALPA,Barrio/Colonia,21,ZI,,,
663,JARDINES DE LOARQUE,JARDINES DE LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R2,,,
664,JESUS AGUILAR PAZ / OROPEL,JESUS AGUILAR PAZ / OROPEL,TEGUCIGALPA,Barrio/Colonia,21,R3,1995,"ACUERDO No.179-95 EN FECHA 13 DE NOVIEMBRE DE
1995",R3=120M²/7ML
665,LA CAÑADA,LA CAÑADA,TEGUCIGALPA,Barrio/Colonia,21,R4,2011,"ABROBADO BAJO RESOLUCION No.003 ACTA 001   DE FECHA
31 DE ENERO
DEL 2011 (PLANO).",R4=45M²/3.5ML
666,LA CIENEGA,LA CIENEGA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
667,LAS GRANJITAS,LAS GRANJITAS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
668,LAS VEGAS,LAS VEGAS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
669,"LAS VEGAS
(FECESITLEH)",LAS VEGAS (FECESITLEH),TEGUCIGALPA,Barrio/Colonia,21,R3,,,
670,LOARQUE,LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,1998,"DICTAMEN NO.SCU-DM- AMDC 022-98
DE FECHA 24 DE AGOSTO DE 1998.
(DICTAMEN)",R3= 120M²/10ML
671,LOARQUE SUR,LOARQUE SUR,TEGUCIGALPA,Barrio/Colonia,21,R3,1991,"DICTAMEN No. SCU-DM-AMDC 67-92 DE
FECHA 8 DE
ABRIL DE 1991 (DICTAMEN).",R23= 120M²
672,LOMA SUR,LOMA SUR,TEGUCIGALPA,Barrio/Colonia,21,R3,2006,"DICTAMEN No. SCU-DM-AMDC- 008-2006 DE
FECHA 23 DE ENERO DEL 2006 PLANO Y
DICTAMEN.",R3=120M²/7ML
673,LOMAS DE LOARQUE,LOMAS DE LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
674,LOMAS DEL NAVOO,LOMAS DEL NAVOO,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
675,LOS ALPES,LOS ALPES,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
676,LOS ENCUENTROS,LOS ENCUENTROS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
677,LOS MOLINOS IMPREMA / JOSE MARIA ANDRADE,LOS MOLINOS IMPREMA / JOSE MARIA ANDRADE,TEGUCIGALPA,Barrio/Colonia,21,R4,2006,"DICTAMEN NO.SCU-G- AMDC 037-2006 DE FECHA 5 DE JULIO 2006 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
678,LUIS CORDOVA,LUIS CORDOVA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
679,"MIRADOR DEL
LOARQUE",MIRADOR DEL LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
680,MIRADOR SAN ISIDRO,MIRADOR SAN ISIDRO,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
681,MONTERREY,MONTERREY,TEGUCIGALPA,Barrio/Colonia,21,R3,,"REGISTRADO
BAJO EL",R3=120M²/7ML
682,MONTERREY NORTE,MONTERREY NORTE,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
683,MONTERREY SUR,MONTERREY SUR,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
684,MONTES DE SINAI,MONTES DE SINAI,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
685,NUEVO LOARQUE,NUEVO LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R2,,,
686,PEÑA VIEJA,PEÑA VIEJA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
687,POPULAR,POPULAR,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
688,RES. ALTA VISTA,RES. ALTA VISTA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
689,RES. LA CAÑADA,RES. LA CAÑADA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
690,RESIDENCIAL PARIS,RESIDENCIAL PARIS,TEGUCIGALPA,Barrio/Colonia,21,R4,2012,"RESOLUCION No. JAT-001- 2012 DE FECHA
15 DE FEBRERO DEL 2012(PLANO Y DICTAMEN).",R4=75M²/7ML
691,RIO GRANDE NORTE,RIO GRANDE NORTE,TEGUCIGALPA,Barrio/Colonia,21,R2,,,
692,RIO GRANDE SUR,RIO GRANDE SUR,TEGUCIGALPA,Barrio/Colonia,21,R3,1996,"DICTAMEN No. SCU-DM-AMDC 009-96 DE
FECHA 6 DE
JUNIO DE 1996 (DICTAMEN).",R3=120M²/10ML
693,ROMA,ROMA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
694,SAN ANGEL,SAN ANGEL,TEGUCIGALPA,Barrio/Colonia,21,R4,2005,"SUB DIVISON BAJO DICTAMEN No.
SCU-DM-AMDC- 28-2005 DE
FECHA",R4=45M²/3.5ML
695,SAN JOSE DE LA PEÑA,SAN JOSE DE LA PEÑA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
696,SAN JOSE DE LA VEGA,SAN JOSE DE LA VEGA,TEGUCIGALPA,Barrio/Colonia,21,R4,1990,"DICTAMEN No. DM-AMDC 116-
90 DE FECHA 8 DE AGOSTO DE 1990
(DICTAMEN).",R4=60M²/6ML
697,SAN JOSE DE LOS LLANOS,SAN JOSE DE LOS LLANOS,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
698,VEGAS DEL RIO,VEGAS DEL RIO,TEGUCIGALPA,Barrio/Colonia,21,R4,2005,"DICTAMEN No. SCU/DM/AMDC
/054/2005 (SOLO PLANO)",R4=45M²/3.5ML
699,VENECIA   ETAPA 1 Y ETAPA 2,VENECIA ETAPA 1 Y ETAPA 2,TEGUCIGALPA,Barrio/Colonia,21,R3,2013,"RESOLUCION No. JAT-057- 2013 DE FECHA
12 DE DICIEMBRE DEL 2013 (PLANO Y
DICTAMEN).",R3=120M²/7ML
700,VISTA HERMOSA,VISTA HERMOSA,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
701,"ZONA PUENTE
LOARQUE",ZONA PUENTE LOARQUE,TEGUCIGALPA,Barrio/Colonia,21,R3,,,
702,AEROPUERTO TONCONTIN,AEROPUERTO TONCONTIN,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,22,G,,,
703,ALTOS DE SAN JOSE,ALTOS DE SAN JOSE,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
704,BRISAS DEL CORTIJO,BRISAS DEL CORTIJO,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
705,BRISAS DEL RIO,BRISAS DEL RIO,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
706,COL PROVIDENCIA,COL PROVIDENCIA,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
707,COL SATELITE,COL SATELITE,TEGUCIGALPA,Barrio/Colonia,22,R2,1972,"ACUERDO NO- 122 EN FECHA
1 DE AGOSTO
DE 1972",R2=200M²/10ML
708,EL CARRIZAL,EL CARRIZAL,,Barrio/Colonia,22,R3,,,
709,EL COCO,EL COCO,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
710,FABRICA TEXTILES RIO LINDO,FABRICA TEXTILES RIO LINDO,COMAYAGÜELA,Barrio/Colonia,22,ZI,,,
711,FRANCISCO MURILLO SOTO,FRANCISCO MURILLO SOTO,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
712,"JARDINES DE SAN
JOSE",JARDINES DE SAN JOSE,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
713,JARDINES DE TONCONTIN,JARDINES DE TONCONTIN,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
714,LOMAS DEL CORTIJO,LOMAS DEL CORTIJO,COMAYAGÜELA,Barrio/Colonia,22,R3,1984,"DICTAMEN No.DM-AMDC 232-84 DE
FECHA 12 DE
JULIO DE 1984 (DICTAMEN).",R3=120M²/7ML
715,LOS ZORSALES # 1,LOS ZORSALES # 1,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
716,LOS ZORSALES # 2,LOS ZORSALES # 2,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
717,LOS ZORZALES,LOS ZORZALES,COMAYAGÜELA,Barrio/Colonia,22,R4,1987,"DICTAMEN No. 084-DM-AMDC
87 DE FECHA 8
MAYO DE 1987
(DICTAMEN).",R4=45M²/3.5ML
718,MONTELIMAR,MONTELIMAR,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
719,OSCAR A. FLORES,OSCAR A. FLORES,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
720,PARTE JARDINES DE SAN JOSE,PARTE JARDINES DE SAN JOSE,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
721,PROVIDENCIA,PROVIDENCIA,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
722,RESIDENCIAL MONTELIMAR,RESIDENCIAL MONTELIMAR,COMAYAGÜELA,Barrio/Colonia,22,R4,1985,"ACUERDO No. 567-85 DE
FECHA   27 DE FEBRERIO DE 1985
(ACUERDO).",R4=60M²/6ML
723,RIVERA DE LA VEGA,RIVERA DE LA VEGA,COMAYAGÜELA,Barrio/Colonia,22,R4,2001,"DICTAMEN No. SCU/DM/AMDC
/071/2001 (PLANO Y DOC.) REGISTRADO BAJO EL DICTAMEN No.
071, EN FECHA",R4=45M²/3.5ML
724,ROBERTO SUAZO CORDOVA NRO. 1,ROBERTO SUAZO CORDOVA NRO. 1,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
725,SAN JOSE,SAN JOSE,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
726,"SAN JOSE DEL
PEDREGAL",SAN JOSE DEL PEDREGAL,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
727,SANTO DOMINGO,SANTO DOMINGO,COMAYAGÜELA,Barrio/Colonia,22,R3,,"DICTAMEN No. 066-92 SEG. SANTO DOMINGO DE FECHA 08 DE
ABRIL DE1992.",R3=120M²/7ML
728,TRINIDAD,TRINIDAD,COMAYAGÜELA,Barrio/Colonia,22,R3,,,
729,15 DE SEPTIEMBRE,15 DE SEPTIEMBRE,TEGUCIGALPA/ COMAYAGÜELA,Barrio/Colonia,23,R2,1990,"DICTAMEN No. DM/AMDC/104
/90 (DOC. DICTAMEN SUBDIVISION) DE FECHA 03 DE JULIO DE
1990.",R2=150M²/10ML
730,AEROPUERTO,AEROPUERTO,TEGUCIGALPA,Barrio/Colonia,23,R2,1987,"DICTAMEN No. 017-DM-AMDC-
87. DICTAMEN No. DM-AMDC-
033-88   DE
FECHA 18 DE
ABRIL DE 1988. DICTAMEN No. 017-DM-AMDC-
87. DICTAMEN No. DM-AMDC-
055-89 DE
FECHA 21 DE
ABRIL DE 1989. ACUERDO DE PLANO No. 1522
DE FECHA 15 DE JULIO DE
1987.",R2=150M²/10ML
731,AGUA DULCE,AGUA DULCE,TEGUCIGALPA,Barrio/Colonia,23,R3,2002,"DICTAMEN SCU/DM/AMDC
/084/2002 DE FECHA 15 DE OCTUBRE DEL 2002. PLANO DICTAMEN No. SCU/DM/AMDC
/007/2002. DICTAMEN No. SCU/DM/AMDC
/038/2005.",R3=120M²/10ML
732,AGUA DULCE SIN DESARROLLO,AGUA DULCE SIN DESARROLLO,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
733,ALDEA AGUA DULCE,ALDEA AGUA DULCE,TEGUCIGALPA,Barrio/Colonia,23,UR,,,
734,ALDEA LAS CASITAS,ALDEA LAS CASITAS,TEGUCIGALPA/ COMAYAGUELA,Barrio/Colonia,23,UR,,,
735,ALESSA,ALESSA,TEGUCIGALPA/ COMAYAGÜELA,Barrio/Colonia,23,R3,,"REGISTRADO BAJO DICTAMEN No.
M-15-010-GCC-
AMDC DE",R3=120M²/7ML
736,ALTOS DE LAS HADAS,ALTOS DE LAS HADAS,TEGUCIGALPA,Barrio/Colonia,23,R3,2001,"DICTAMEN SCU/DM/AMDC
/063/2001 DE FECHA 20 DE NOVIEMBRE DEL 2001. (PLANO Y
DICTAMEN)",R3=120M²/10ML
737,AMERICA,AMERICA,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
738,CASAS VERDES,CASAS VERDES,TEGUCIGALPA,Barrio/Colonia,23,R3,2008,"DICTAMEN No. SCU-GM-AMDC- 001-2008 DE
FECHA 03 DE ENERO DEL 2008.   (PLANO Y
DICTAMEN)",R3=120M²/10M
739,CASCADA,CASCADA,TEGUCIGALPA,Barrio/Colonia,23,R2,1989,"ACUERDO 180-
89 EN FECHA
14 DE
DICIEMBRE DE 1989",R2=200M²/10ML
740,CASCADAS SEGUNDA ETAPA,CASCADAS SEGUNDA ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R3,2004,"DICTAMEN No. 033-2004   DE
FECHA 10 DE JUNIO DEL 2004. (PLANO Y
DICTAMEN).",R3=120M²/10ML
741,CATESA,CATESA,TEGUCIGALPA,Barrio/Colonia,23,R1,,,
742,COL GODOY,COL GODOY,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
743,COL. AMERICA,COL. AMERICA,TEGUCIGALPA,Barrio/Colonia,23,R2,1954,"ACUERDO No 58-1954 DE
FECHA 15 DE OCTUBRE DE 1954 (PLANO Y
DICTAMEN).",R2=200M2/10ML
744,CONDOMINIOS TONCONTIN,CONDOMINIOS TONCONTIN,TEGUCIGALPA,Barrio/Colonia,23,R3,2003,"DICTAMEN No.
.027-2003 DE
FECHA 10 DE JUNIO DEL 2003. (PLANO Y
DICTAMEN).",R3=120M²/7ML
745,EL DORAL CON EXP 5640-11,EL DORAL CON EXP 5640-11,TEGUCIGALPA,Barrio/Colonia,23,R2,2011,"RESOLUCION No. JAT-360- 2011 DE FECHA
28 DE JULIO
DEL 2011. (PLANO Y
DICTAMEN).",R2=200M²/10ML
746,EL SAUCE,EL SAUCE,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
747,JARDINES DE LOARQUE,JARDINES DE LOARQUE,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
748,LA GRAN VILLA,LA GRAN VILLA,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
749,LAS CASITAS (CASERIO LAS CASITAS),LAS CASITAS (CASERIO LAS CASITAS),TEGUCIGALPA,Barrio/Colonia,23,R3,,,
750,LAS CASITAS (COLONIA FELICIDAD),LAS CASITAS (COLONIA FELICIDAD),TEGUCIGALPA,Barrio/Colonia,23,R3,,,
751,LAS HADAS,LAS HADAS,TEGUCIGALPA,Barrio/Colonia,23,R3,2001,"DICTAMEN No. SCU/DM/AMDC
/063/2001 DE",R3=120M²/10ML
752,LAS HADAS FECOVIL,LAS HADAS FECOVIL,TEGUCIGALPA,Barrio/Colonia,23,R3,2002,"DICTAMEN NO. SCU-DM-AMDC 044-2002 DE
FECHA 17 DE JUNIO DEL 2002 (PLANO Y
DOCUMENTO)",R3=150M²/10ML
753,LAS HADAS SOGERIN,LAS HADAS SOGERIN,TEGUCIGALPA,Barrio/Colonia,23,R2,2002,"DICTAMEN SCU-DM-AMDC 033-2002 DE
FECHA 25 DE
ABRIL DEL 2002 (PLANO Y DICTAMEN).",R2=200M²/10ML
754,LLANOS DEL POTRERO,LLANOS DEL POTRERO,TEGUCIGALPA,Barrio/Colonia,23,R2,2007,"DICTAMEN No. SCU-DM-AMDC 043-2007 DE
FECHA   23 DE AGOSTO DEL 2007 PLANO Y
DICTAMEN.",R2=200M²/10ML
755,LOS ANGELES,LOS ANGELES,TEGUCIGALPA,Barrio/Colonia,23,R1,1989,"DICTAMEN No.DM-AMDC- 63-89 DE
FECHA 12 DE
MAYO DE 1989 (PLANO Y DICTAMEN).",R1=400M²/15ML
756,"LOS
ANGELES(CATESA)",LOS ANGELES(CATESA),TEGUCIGALPA,Barrio/Colonia,23,R2,,,
757,LOS ENSUEÑOS LLANOS DEL POTRERO (CIRCUITO CERRADO),LOS ENSUEÑOS LLANOS DEL POTRERO (CIRCUITO CERRADO),TEGUCIGALPA,Barrio/Colonia,23,R2,2007,"DICTAMEN No. SCU-DM-AMDC 043-2007 DE
FECHA 23 DE AGOSTO DEL 2007 (PLANO Y
DICTAMEN).",R2=150M²/7.5ML
758,LOS EUCALIPTOS,LOS EUCALIPTOS,TEGUCIGALPA,Barrio/Colonia,23,R4,2006,"DICTAMEN No. SCU-GM-AMDC 053-2006 DE
FECHA 6 DE OCTUBRE DEL 2006 (PLANO Y
DICTAMEN).",R4=45M²/3.5ML
759,LOS HIDALGOS,LOS HIDALGOS,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
760,"LOS HIDALGOS CIRCUITO 1 Y
CIRCUITO 2",LOS HIDALGOS CIRCUITO 1 Y CIRCUITO 2,TEGUCIGALPA,Barrio/Colonia,23,R3,2014,"DICTAMEN No. 14-058-GCC- AMDC DE FECHA 03 DE NOVIEMBRE DEL 2014 (PLANO Y
DICTAMEN).",R3=120M²/7ML
761,LOS PERIODISTAS,LOS PERIODISTAS,TEGUCIGALPA,Barrio/Colonia,23,R1,,,
762,LOS ROBLES,LOS ROBLES,TEGUCIGALPA,Barrio/Colonia,23,R3,1988,"ACUERDO NO. 2033 EN FECHA
18 DE SEPTIEMBRE
DE 1988",R3=120M²/7ML
763,MIRADOR DE LOS ANGELES,MIRADOR DE LOS ANGELES,TEGUCIGALPA,Barrio/Colonia,23,R3,2014,"DICTAMEN No. 14-0043-GCC- AMDC DE FECHA 21 DE
JULIO DEL 2014",R3=45M²/3M
764,MODELO,MODELO,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
765,PALMA REAL,PALMA REAL,TEGUCIGALPA,Barrio/Colonia,23,R3,1998,"DICTAMEN No. SCU/DM/AMDC
/022/98 DE FECHA 24 DE AGOSTO DE 1998
(DICTAMEN)",R3=120M²/10ML
766,PORTAL DE AGUA DULCE (CONDOMINIO HORIZONTAL),PORTAL DE AGUA DULCE (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,23,R4,2016,"CONDOMINIO HORIZONTAL DICTAMEN FINAL 018-16- GCC-AMDC DE FECHA 22 DE FEBRERO DEL
2016 (PLANO Y DICTAMEN).",R4=45M²/3.5ML
767,PORTAL DEL BOSQUE I,PORTAL DEL BOSQUE I,TEGUCIGALPA,Barrio/Colonia,23,R3,2015,"I ETAPA DICTAMEN No. 15-055-GCC- AMDC DE FECHA 02 DE SEPTIEMBRE DEL 2015 (PLANO Y
DICTAMEN).",R3=120M²/7ML
768,PORTAL DEL BOSQUE II ETAPA,PORTAL DEL BOSQUE II ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R4,2018,"RESOLUCION NUMERO DOT- 003-2018 DE
FECHA 08 DE FEBRERO DEL 2018 (PLANO Y
DICTAMEN)",R4=45M²/3.5ML
769,RES LAS UVAS,RES LAS UVAS,TEGUCIGALPA,Barrio/Colonia,23,R2,1999,"DICTAMEN No.15-98 DE FECHA 13 DE
JULIO DE 1999
(PLANO).",R2=200M²/10ML
770,RES LUIMISA,RES LUIMISA,TEGUCIGALPA,Barrio/Colonia,23,R1-R2,1989,"DICTAMEN No. DM-AMDC 63-
89   DE FECHA
12 DE MAYO DE
1989
(DICTAMEN).",R1=400M²/15ML
771,RES. ALTOS DE LAS HADAS,RES. ALTOS DE LAS HADAS,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
772,RES. LAS MARGARITAS,RES. LAS MARGARITAS,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
773,RES. TONCONTIN,RES. TONCONTIN,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
774,RES. VILLAS DEL REAL,RES. VILLAS DEL REAL,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
775,RESIDENCIAL LAS CANARIAS,RESIDENCIAL LAS CANARIAS,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
776,RESIDENCIAL SANTA CRUZ I YII,RESIDENCIAL SANTA CRUZ I YII,TEGUCIGALPA,Barrio/Colonia,23,R3,2016,"DICTAMEN DE MODIFICACION No. 16-032- GCC-AMDC DE FECHA 13 DE ABRIL DEL
2016.",R3=120M²/7ML
777,ROBLE ALTO,ROBLE ALTO,TEGUCIGALPA,Barrio/Colonia,23,R3,,"ACUERDO NO.297 EN
FECHA 15 DE",R3=120M²/7ML
778,ROBLE ALTO II,ROBLE ALTO II,TEGUCIGALPA,Barrio/Colonia,23,R2,,,
779,"ROBLE OESTE I, II, III, IV, V   Y VI ETAPA","ROBLE OESTE I, II, III, IV, V Y VI ETAPA",TEGUCIGALPA,Barrio/Colonia,23,R3,2010,"DICTAMEN APROBACION AMDC-GCC- 0073-2010 DE
FECHA 8 DE MARZO DEL 2010 (PLANO Y
DICTAMEN).",R3=45M²/3.5ML
780,SAN JOSE DE LOARQUE,SAN JOSE DE LOARQUE,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
781,SANTA CRUZ II ETAPA,SANTA CRUZ II ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R3,2011,"RESOLUCION No. JAT 101-
2011 DE FECHA
19 DE MAYO
DEL 2011 (PLANO Y DICTAMEN).",R3=120M²/7ML
782,SANTA CRUZ III ETAPA,SANTA CRUZ III ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R3,2016,"DICTAMEN No. 16-032-GCC- AMDC DE FECHA 14 DE
ABRIL DEL 2016 (PLANO Y DICTAMEN)",R3=120M²/7ML
783,SUB DIVISION LAS HADAS,SUB DIVISION LAS HADAS,TEGUCIGALPA,Barrio/Colonia,23,R3,2007,"DICTAMEN No. SCU-GM-AMDC- 044-2007 DE
FECHA 24 DE AGOSTO DEL 2007 (PLANO Y
DICTAMEN).",R3=120M²/10ML
784,TONCONTIN,TONCONTIN,TEGUCIGALPA,Barrio/Colonia,23,R3,2000,"DICTAMEN No. SCU/DM/AMDC
/021/2000 DE FECHA 28 DE MARZO DEL 2000 (PLANO Y
DICTAMEN).",R3=120M²/7ML
785,VIA LIA,VIA LIA,TEGUCIGALPA,Barrio/Colonia,23,UR,1999,"DICTAMEN No SCU/DM/AMDC
/034/99 DE FECHA 20 DE OCTUBRE DE 1999 (PLANO Y
DICTAMEN).",UR=1000M²
786,VILLA ALONDRA,VILLA ALONDRA,TEGUCIGALPA,Barrio/Colonia,23,R1,2007,"DICTAMEN No. SCU-GM-AMDC- 031-2007 DE
FECHA 09 DE
JULIO DEL 2007
(PLANO Y DICTAMEN).",R1=150M²/7.5ML
787,VILLA SAN JORGE,VILLA SAN JORGE,TEGUCIGALPA,Barrio/Colonia,23,R3,2005,"DICTAMEN No. 009-2005 DE
FECHA 31 DE MARZO DEL 2005   (PLANO Y
DICTAMEN).",R3=118M²
788,"VILLA SAN RAFAEL
2003",VILLA SAN RAFAEL 2003,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
789,VILLA TERRANOVA(COL AMERICA),VILLA TERRANOVA(COL AMERICA),TEGUCIGALPA,Barrio/Colonia,23,R3,2001,"DICTAMEN SCU-DM-050-
2001 DE FECHA
01 DE
OCTUBRE DEL",R3=120M²/7ML
790,VILLA TOSCANA,VILLA TOSCANA,TEGUCIGALPA,Barrio/Colonia,23,R3,2012,"DICTAMEN AMDC-12-0055 DE FECHA 25 DE SEPTIEMBRE DEL 2012 (PLANO Y
DICTAMEN).",R3=120M²/7ML
791,VILLAS DE LAS HADAS (CONDOMINIO HORIZONTAL),VILLAS DE LAS HADAS (CONDOMINIO HORIZONTAL),TEGUCIGALPA,Barrio/Colonia,23,R2,2005,"DICTAMEN No. SCU/DM/AMDC
/077/2005 DE FECHA 01 DE DICIEMBRE DEL 2005 (PLANO Y
DICTAMEN).",R2=300M²/16ML
792,VILLAS DEL REAL / VILLA DE PALMERAS,VILLAS DEL REAL / VILLA DE PALMERAS,TEGUCIGALPA,Barrio/Colonia,23,R3,2006,"DICTAMEN No.SCU-DM- AMDC-041-2006 DE FECHA 18 DE JULIO DEL 2006 (PLANO Y
DICTAMEN).",R3=120M²/7ML
793,VILLAS MARIA,VILLAS MARIA,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
794,VILLAS MARIA COL LA MODELO,VILLAS MARIA COL LA MODELO,TEGUCIGALPA,Barrio/Colonia,23,R3,2002,"DICTAMEN No. SCU/DM/AMDC
/059/2002 DE FECHA 11 DE ENERO DEL 2002 (PLANO Y
DICTAMEN).",R3=120M²
795,VILLAS LOS PINOS EL SAUCE I ETAPA,VILLAS LOS PINOS EL SAUCE I ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R3,2008,"APROBADA POR CORPORACIÓN MUNICIPAL MEDIANTE RESOLUCIÓN No. 004 DE
FECHA 28 DE MARZO DEL 2008",R3=120M²/10ML
796,VILLAS LAS ACACIAS EL SAUCE I ETAPA,VILLAS LAS ACACIAS EL SAUCE I ETAPA,TEGUCIGALPA,Barrio/Colonia,23,R3,2008,"APROBADA POR CORPORACIÓN MUNICIPAL MEDIANTE RESOLUCIÓN No. 004 DE
FECHA 28 DE MARZO DEL 2008",R3=120M²/10ML
797,VILLAS TELLI,VILLAS TELLI,TEGUCIGALPA,Barrio/Colonia,23,R3,,,
798,ZUNLACAL,ZUNLACAL,TEGUCIGALPA/ COMAYAGÜELA,Barrio/Colonia,23,R2,,,
799,BOLIVAR,BOLIVAR,COMAYAGÜELA,Barrio/Colonia,24,R3,,,
